GEOID10,QGIS_Area,Limit_Area,%_Seguin,D001,D004,D009,D011,Neighbors
481872103004048,3.49E-07,3.49E-07,0.9999999997,0,0,0,0,481872103004043  481872103004049  481872103003028  481872103004050  481872103004042  481872103003027
481872102002015,3.66E-06,3.66E-06,1,1,0,1,0,481872102002001  481872102002002  481872102002016  481872102002018  481872102002017  481872102002003  481872102002014
481872102002016,1.28E-06,1.28E-06,1,36,9,25,0,481872102002015  481872102002027  481872102002031  481872102002017  481872102002013  481872102002025  481872102002014
481872103001009,8.05E-06,8.05E-06,1,0,0,0,0,481872103001008  481872103001010  481872103001015  481872103001017  481872103001016  481872103001004  481872103001003  481872103001014
481872103003001,3.38E-06,3.38E-06,1,32,4,17,0,481872103003010  481872103003012  481872103001018  481872103001017  481872103001016  481872103003002  481872103003011  481872103001000  481872103003000
481872102003012,7.92E-07,7.92E-07,1,27,1,24,0,481872102003010  481872102003028  481872102003013  481872102003009  481872102003011  481872102003008  481872102003018  481872102003019
481872102003028,3.09E-06,3.09E-06,1,81,6,74,5,481872102003012  481872102004008  481872102003014  481872102003013  481872102003027  481872103001000  481872102003018
481872102004008,9.63E-07,9.63E-07,0.9999999999,37,2,30,1,481872102003028  481872102004007  481872102004010  481872102003026  481872102003027  481872103001000  481872102004009
481872103001022,1.89E-06,1.89E-06,0.9999999999,65,13,41,6,481872103001019  481872103001021  481872103005015  481872103001020  481872102004025  481872103005014  481872103005013
481872104002002,7.79E-08,7.79E-08,1,0,0,0,0,481872104002001  481872104002006
481872105041094,1.15E-05,7.31E-06,0.6344961129,114,6,58,0,481872105041085  481872105041080  481872105041082  481872105041087  481872105041084  481872105041083
481872108011053,4.21E-07,2.84E-07,0.6753810465,0,0,0,0,481872108011030  481872108011021  481872108011054  481872108011051  481872108011071  481872108011031
481872108011017,6.85E-05,2.04E-05,0.2971386501,168,5,45,0,481872108011016  481872108011019  481872108011003  481872108011021  481872108011054  481872108011022  481872108011018  481872108011014  481872108011015  481872108011002  481872108011032  481872108011020  481872108011006
481872109022026,4.75E-05,4.04E-05,0.8502355268,47,0,3,0,481872104003007  481872104001000  481872109022020  481872109021012
481872108011018,3.61E-06,1.90E-07,0.05274852267,20,0,0,0,481872108011003  481872108011017
481872108011011,1.73E-06,1.73E-06,0.9999999999,0,0,0,0,481872108011027  481872108011005  481872108011012  481872108011010  481872108011007  481872103001006  481872102002008  481872102002033
481872108011047,2.85E-06,2.80E-06,0.9840253686,0,0,0,0,481872108011041  481872108011038  481872108011046
481872105042068,3.08E-05,5.33E-09,0.0001729503677,2,2,0,0,481872105042007
481872108013023,4.80E-05,4.80E-05,1,61,1,12,0,481872108013014  481872108011065  481872108013022  481872108011067  481872108013006  481872108011066  481872108013024  481872108013021  481872108011086  481872108013025  481872108013001
481872105041091,1.28E-06,1.28E-06,1,0,0,0,0,481872105042050  481872105042054  481872105041090  481872105041089  481872101001001  481872101001000
481872105042054,1.67E-06,1.67E-06,1,0,0,0,0,481872105042050  481872105041091  481872105041090  481872101001001  481872101001000
481872108011065,0.000220932129,0.0002184544496,0.9887853367,8,0,8,0,481872108011064  481872108011075  481872108013023  481872108011066  481872108011086  481872108011078  481872108011079
481872109022000,0.0002670780125,0.0002670780125,1,55,5,14,0,481872109011183  481872109022003  481872109022002  481872105042056  481872105042030  481872105042067  481872109022001  481872105042066  481872105042031  481872109011182  481872105042028
481872101004048,1.21E-06,1.21E-06,1,30,0,17,5,481872101004046  481872101004038  481872103005000  481872101004029  481872101004049  481872101004047  481872104002020
481872101004030,1.09E-06,1.09E-06,0.9999999999,13,0,0,0,481872101004038  481872101004031  481872101004017  481872101004028  481872101004029  481872101004032  481872101004039
481872101004003,1.17E-06,1.17E-06,1,16,1,1,0,481872101004002  481872101003028  481872101003029  481872101004017  481872101003032  481872101004018  481872101004004
481872101004027,2.56E-06,2.56E-06,1,62,1,39,0,481872101004022  481872104002011  481872101004017  481872101004028  481872101004018  481872101004023  481872104002017  481872101004026
481872101004021,1.27E-06,1.27E-06,0.9999999999,18,1,13,0,481872101004022  481872101004024  481872101004020  481872101004019  481872101004023  481872104003028  481872104001004
481872103004000,9.40E-07,9.40E-07,1,0,0,0,0,481872103004001  481872103005043  481872104002025  481872103004011  481872103005044  481872104002026  481872103004010
481872103004011,6.46E-07,6.46E-07,1,19,0,1,0,481872103004001  481872103004012  481872103004000  481872104002026  481872103004010
481872104002009,9.21E-07,9.21E-07,1,15,0,7,0,481872104002013  481872104002016  481872104002022  481872104002010  481872104002023  481872104002021  481872104002015  481872104002014  481872104002008
481872108012006,1.12E-05,1.12E-05,1,35,0,11,0,481872108012001  481872108012007  481872108012005  481872108012004
481872101004000,1.16E-06,1.16E-06,1,16,0,6,0,481872101003030  481872101004020  481872101004001  481872101004019  481872101003031  481872104003028  481872104003027
481872104001022,6.23E-06,6.23E-06,1,54,0,22,0,481872104002004  481872104001003  481872104002001  481872104001004  481872104001023
481872105041000,0.0002738020715,0.0002684195818,0.9803416766,19,1,4,0,481872105041016  481872105041022  481872105041021  481872105082020  481872105042042  481872105041018  481872105041005  481872105041003  481872105041015  481872105042037  481872105041019  481872105041017  481872105041002  481872105041001  481872105042043  481872105041020  481872105041004
481872108013000,3.10E-05,3.10E-05,1,23,2,3,0,481872103003030  481872108011068  481872103003021  481872108011067  481872103003005  481872108013001
481872108011055,0.000391618851,1.40E-05,0.0357861076,145,0,37,0,481872108011056  481872108011064  481872108011067  481872108011066  481872108011060
481872104002033,9.34E-05,9.34E-05,1,308,14,107,0,481872104002043  481872104002037  481872104002025  481872109021040  481872104002040  481872104002041  481872104002000  481872109021041  481872104002038  481872104002034  481872104002035  481872104002001  481872104002036  481872104002021  481872104002007  481872104002006  481872104002026  481872104002039  481872104002008
481872102002011,9.75E-06,9.75E-06,1,226,17,203,3,481872102002002  481872102002010  481872102002030  481872102002009  481872102002012  481872102002029  481872102002028
481872101001023,3.19E-05,3.19E-05,1,21,2,19,0,481872102002000  481872101001025  481872102001035  481872101001024  481872102001027  481872102001025  481872102001033  481872101001022  481872101002010  481872101001006  481872102001026  481872102001034  481872101001020  481872101002007  481872101002002  481872101002011  481872101001021
481872102001027,6.51E-07,6.51E-07,1,16,0,16,0,481872101001023  481872102001032  481872102001033  481872102001023  481872102001028  481872102001026
481872103005029,6.32E-07,6.32E-07,1,0,0,0,0,481872103005055  481872103005012  481872103005054  481872103005028  481872103005014  481872103005030  481872103005053  481872103005013
481872104002022,1.98E-06,1.98E-06,1,9,0,3,0,481872104002024  481872104002025  481872104002009  481872104002010  481872104002023  481872104002021  481872104002008
481872104002041,3.31E-06,3.31E-06,1,0,0,0,0,481872109021039  481872108012008  481872109021040  481872108012009  481872104002040  481872104002033  481872109021041  481872104002042  481872108012000
481872105042035,0.000123165312,1.56E-06,0.01270360868,18,0,6,0,481872105042036  481872105042042  481872105042034  481872105042041  481872105042037  481872105042043
481872109021045,0.0002369219355,5.30E-08,0.00022361835,72,0,12,0,481872109021041
481872103003008,1.49E-06,1.49E-06,1,27,0,18,7,481872103003006  481872103003021  481872103003005
481872103003024,1.59E-06,1.59E-06,1,93,14,65,4,481872103003021
481872109021042,1.16E-06,1.16E-06,1,31,0,16,3,481872109021041  481872109021043  481872109021044
481872108013022,1.17E-06,1.17E-06,1,7,0,1,0,481872108013014  481872108013023
481872102002010,1.22E-06,1.22E-06,1,36,0,36,0,481872102002011  481872102002009
481872103003021,9.35E-05,9.35E-05,1,299,16,199,9,481872103003030  481872103004047  481872103004045  481872103004043  481872103003029  481872103003006  481872108013000  481872103003008  481872103003024  481872103004046  481872103002041  481872103002032  481872103003026  481872103003020  481872103003023  481872103003028  481872103003005  481872103003009  481872103003025  481872103003022  481872103002031  481872103004042  481872103003027  481872108013001
481872104002005,2.38E-07,2.38E-07,0.9999999997,0,0,0,0,481872104002003  481872104002001
481872108011026,2.86E-07,2.86E-07,0.9999999997,0,0,0,0,481872108011030  481872108011027  481872108011005  481872108011031  481872108011020
481872108011067,2.37E-06,2.37E-06,1,0,0,0,0,481872108011068  481872108013023  481872108013000  481872108011055  481872108011066  481872108011070  481872108011060  481872108013001
481872108041035,0.0001305778805,3.56E-05,0.2729882078,23,0,4,0,481872108041036  481872108041022
481872103002017,1.00E-06,1.00E-06,0.9999999999,45,1,42,0,481872103002018  481872103002014  481872103002016  481872103002022  481872103002021
481872103002024,1.35E-06,1.35E-06,1,18,3,11,0,481872103002023  481872103002033  481872103002025  481872103002020  481872103002035  481872103002022  481872103002021
481872105041063,2.16E-06,2.16E-06,1,0,0,0,0,481872105041062  481872105041066  481872105041067  481872105041070  481872105041065  481872105041071
481872102002005,1.10E-07,1.10E-07,0.9999999996,0,0,0,0,481872105041022  481872105041069  481872102002007  481872102001004  481872102002004  481872102001003  481872102002006  481872105041068
481872109022003,1.67E-06,1.67E-06,1,0,0,0,0,481872109022000  481872109022002  481872109022001  481872105042031
481872108013011,2.26E-06,2.26E-06,1,16,0,4,0,481872108013006  481872108013007  481872108013021  481872108013010
481872102001024,1.20E-06,1.20E-06,1,29,12,13,0,481872102001011  481872102001025  481872102001020  481872102001013  481872102001023  481872102001026  481872102001014  481872102001022  481872102001012
481872102001011,1.79E-06,1.79E-06,0.9999999999,32,0,31,0,481872102001024  481872102001025  481872101001022  481872102001012  481872102001009  481872102001010  481872101001017
481872102001025,6.38E-07,6.38E-07,0.9999999999,2,0,2,0,481872101001023  481872102001024  481872102001011  481872101001022  481872102001023  481872102001026  481872102001012
481872102001031,1.72E-06,1.72E-06,1,66,18,45,3,481872102001035  481872102001032  481872102001028  481872102001034  481872102001030  481872102001029
481872102001032,1.74E-06,1.74E-06,1,55,10,39,0,481872102001027  481872102001031  481872102001033  481872102001028  481872102001034
481872101001018,3.68E-06,3.68E-06,0.9999999999,137,20,98,8,481872101001015  481872101001022  481872101001020  481872101001017  481872101001014  481872101001019  481872101001016  481872101001021
481872101002029,6.04E-07,6.04E-07,0.9999999999,0,0,0,0,481872101002030  481872101002011  481872101002028  481872101002031
481872101003009,2.54E-06,2.54E-06,1,36,0,28,0,481872101002037  481872101003011  481872102003000  481872101003010  481872101003012  481872101002038  481872102002023  481872101003008
481872101002032,2.55E-06,2.55E-06,1,51,2,49,0,481872101002036  481872101002026  481872101002037  481872101002033  481872101002027  481872101002038  481872101002028  481872101002031
481872101002026,1.04E-06,1.04E-06,0.9999999999,26,4,17,0,481872101002032  481872101002013  481872101002033  481872101002034  481872101002027  481872101002015  481872101002016  481872101002025
481872101003015,1.77E-06,1.77E-06,1,33,0,13,0,481872101003005  481872101003013  481872101003019  481872101003016  481872101003018  481872101003017  481872101003014  481872101003006
481872102004024,9.21E-07,9.21E-07,1,13,0,9,0,481872102004032  481872102004033  481872102004018  481872102004023  481872102004017  481872102004019
481872103005052,6.08E-07,6.08E-07,0.9999999999,0,0,0,0,481872103005032  481872103005033  481872103004009  481872103005051  481872103005053  481872103004008
481872103005033,6.34E-07,6.34E-07,1,1,0,0,0,481872103005032  481872103005052  481872103005018  481872103005034  481872103005017  481872103005051  481872103005031  481872103005050
481872103004007,6.49E-07,6.49E-07,1,0,0,0,0,481872103004017  481872103004015  481872103005051  481872103004016  481872103005049  481872103004008  481872103005050  481872103004006
481872101003022,8.27E-07,8.27E-07,1,28,0,16,0,481872101003020  481872101003019  481872101004008  481872101003021  481872101004007  481872101003023  481872101004009
481872101004050,1.79E-06,1.79E-06,1,35,0,9,0,481872101004043  481872101004055  481872101004037  481872102004022  481872102004021  481872102004030  481872101004052  481872101004051
481872101004036,5.36E-07,5.36E-07,1,7,0,4,0,481872101004043  481872101004037  481872101004011  481872101004012  481872101004010  481872101004035  481872101004042
481872101004043,5.63E-07,5.63E-07,1,18,0,10,0,481872101004050  481872101004036  481872101004037  481872101004051  481872101004035  481872101004042
481872101003019,7.82E-07,7.82E-07,1,16,0,14,0,481872101003020  481872101003015  481872101003022  481872101003011  481872101003018  481872101003023  481872101003014
481872101004006,1.51E-06,1.51E-06,0.9999999999,37,0,13,0,481872101004014  481872101004007  481872101003018  481872101003023  481872101004015  481872101003017  481872101004005  481872101004013
481872101004041,6.01E-07,6.01E-07,1,4,2,0,0,481872101004045  481872101004033  481872101004034  481872101004040  481872101004044  481872101004035  481872101004042
481872103005035,6.26E-07,6.26E-07,1,0,0,0,0,481872103005018  481872103005034  481872103005021  481872103005049  481872103005036  481872103005048  481872103005050  481872103005022
481872103004026,6.41E-07,6.41E-07,1,0,0,0,0,481872103004017  481872103004018  481872103004030  481872103004029  481872103004025  481872103004019  481872103004027  481872103004028
481872103005044,1.17E-06,1.17E-06,0.9999999999,16,3,13,0,481872103005039  481872103004001  481872103005043  481872103004002  481872103004000  481872103005040  481872103005045
481872108012018,4.42E-06,4.42E-06,1,41,13,20,0,481872108012010  481872108012023  481872108012028  481872108012019  481872108012024  481872108012027  481872108012017  481872108012016
481872101004038,1.24E-06,1.24E-06,1,23,0,11,0,481872101004046  481872101004048  481872101004030  481872101004029  481872101004049  481872101004047  481872101004039
481872101004031,8.62E-07,8.62E-07,1,11,0,1,0,481872101004030  481872101004017  481872101004015  481872101004032  481872101004016  481872101004039
481872101004017,2.64E-06,2.64E-06,1,40,0,17,2,481872101004002  481872101004030  481872101004003  481872101004027  481872101004031  481872101004028  481872101004029  481872101004018  481872101004004  481872101004016
481872101004001,1.19E-06,1.19E-06,1,21,0,7,0,481872101003030  481872101004002  481872101003029  481872101004020  481872101004000  481872101004018  481872101004019  481872101003031
481872104002010,1.32E-06,1.32E-06,1,27,4,9,0,481872104002013  481872104002011  481872104002009  481872104002022  481872104002023  481872104002015  481872104002017  481872104002012  481872104002014
481872101004025,1.34E-06,1.34E-06,1,19,1,8,0,481872101004024  481872104002011  481872101004023  481872101004026  481872104001004  481872104002012
481872103002040,7.67E-07,7.67E-07,1,36,0,35,0,481872103002034  481872103002039  481872103002008  481872103002007
481872103004038,1.80E-06,1.80E-06,1,47,9,33,0,481872103004035  481872103004036  481872103004034  481872103004037  481872103004039  481872103004041  481872103004042  481872103004040
481872108041040,1.36E-06,3.79E-07,0.2779609629,5,0,4,0,481872108031016  481872108031017  481872108041041  481872108041023  481872108041022
481872108041031,1.26E-07,1.14E-07,0.9080427295,0,0,0,0,481872108041024  481872108041000  481872108041030  481872108041004  481872108041029  481872108041032
481872108041030,9.62E-07,9.62E-07,1,0,0,0,0,481872108041031  481872108041055  481872108011035  481872105041078  481872105041088  481872108011023  481872108011024  481872108041046  481872108041045  481872108041029  481872108041032  481872108031000  481872108011034
481872108041055,8.54E-07,8.54E-07,0.9999999995,0,0,0,0,481872108041043  481872108041030  481872108011035  481872108041046  481872108041045  481872108041023  481872108031000
481872101001004,1.32E-06,1.32E-06,1,0,0,0,0,481872101001009  481872101001005  481872101001001  481872101001003  481872101001000
481872109021047,1.36E-06,1.36E-06,1,0,0,0,0,481872108011090  481872109021030  481872108011089  481872108012029  481872108012030  481872108011091  481872109021048
481872108011012,3.65E-07,3.65E-07,1,0,0,0,0,481872108011027  481872108011005  481872108011011  481872108011028  481872103001006  481872102002033
481872108011009,1.11E-07,1.11E-07,1.000000001,0,0,0,0,481872108011005  481872108011008  481872108011007
481872102002027,7.55E-07,7.55E-07,1,14,0,13,0,481872102003010  481872102002016  481872102002031  481872102003009  481872102002013  481872102002028  481872102003008
481872103001007,2.00E-06,2.00E-06,0.9999999999,54,4,40,0,481872103001008  481872103001002  481872103001003  481872103001000
481872103003007,3.22E-06,3.22E-06,1,70,0,42,0,481872103003005  481872103003002  481872103003009
481872103003010,2.14E-06,2.14E-06,1,51,0,32,0,481872103003001  481872103003002  481872103003009  481872103003011  481872103003016
481872102003020,1.13E-06,1.13E-06,1,58,4,54,0,481872102003025  481872102003007  481872102003024  481872102003017  481872102003021  481872102003019  481872102003023
481872103001024,8.02E-07,8.02E-07,1,14,5,9,0,481872103001019  481872103001025  481872103001023  481872103001000  481872103001026
481872103003019,3.28E-07,3.28E-07,0.9999999999,13,0,13,0,481872103002027  481872103002026  481872103003020  481872103003014  481872103003018  481872103002016
481872103002027,2.78E-07,2.78E-07,1,8,6,2,0,481872103003019  481872103002026  481872103003020  481872103003014  481872103002016
481872108013006,2.47E-05,2.47E-05,1,71,0,8,0,481872108013013  481872108013023  481872108013011  481872108013005  481872108013007  481872108013012  481872108013021  481872108013010  481872108013008  481872108013009  481872108013015  481872108013001
481872103002019,9.90E-07,9.90E-07,1,11,1,2,0,481872103002020  481872103002018  481872103002010  481872103002009  481872103002008  481872103002021
481872105041048,2.72E-05,2.72E-05,1,92,0,59,0,481872105041046  481872105041062  481872105041049  481872105041044  481872105041047
481872108012029,9.59E-07,9.59E-07,0.9999999999,0,0,0,0,481872108012014  481872109021047  481872108012015  481872108012030  481872108011091  481872109021048  481872108011079
481872108012022,1.00E-06,1.00E-06,1,0,0,0,0,481872108012020  481872108013026  481872108012004  481872108012021
481872108013026,1.59E-05,1.59E-05,1,151,14,104,1,481872108012020  481872108011084  481872108011085  481872108013014  481872108012022  481872108013005  481872108011083  481872108012004  481872108012025  481872108012016  481872108012026
481872101001015,3.66E-06,3.66E-06,1,138,18,113,4,481872101001012  481872101001018  481872101001013  481872101001010  481872101001017  481872101001014  481872101001019  481872101001016
481872102003003,1.59E-06,1.59E-06,1,0,0,0,0,481872102002019  481872102003030  481872102002020  481872102003002  481872102003004  481872102003031
481872101002012,1.18E-06,1.18E-06,1,37,18,19,3,481872101002013  481872101002014  481872101002015  481872101002011
481872101002037,2.59E-06,2.59E-06,1,37,2,33,0,481872101002036  481872101003009  481872101002032  481872101002033  481872101002038  481872101003008  481872101003007  481872101003006
481872101003011,1.34E-06,1.34E-06,0.9999999999,38,0,26,0,481872101003020  481872101003013  481872101003009  481872101003019  481872101003021  481872101003010  481872101003012  481872101003014
481872102003039,1.32E-06,1.32E-06,1,39,0,35,0,481872102003038  481872102003030  481872102004003  481872102003031  481872102004002
481872102003038,1.09E-06,1.09E-06,1,15,0,7,0,481872102003039  481872102003037  481872102004003  481872102003032  481872102004001  481872102003031  481872102004002
481872104002004,4.52E-06,4.52E-06,1,0,0,0,0,481872104001022  481872104002003  481872104002001  481872104002006  481872104001023
481872104002000,3.81E-06,3.81E-06,1,0,0,0,0,481872104002043  481872104001002  481872104002033  481872104001000  481872104001003  481872109021043  481872104002001  481872104001007
481872103002038,6.29E-07,6.29E-07,1,32,0,23,0,481872103002001  481872103002039  481872103002006  481872103002007
481872103004022,5.66E-07,5.66E-07,1,0,0,0,0,481872103004035  481872103004036  481872103004030  481872103004013  481872103004023  481872103004031  481872103004014
481872103004036,1.14E-06,1.14E-06,1,13,3,6,0,481872103004035  481872103004038  481872103004022  481872103004013  481872103004031  481872103004037
481872103004046,1.47E-06,1.47E-06,1,31,7,20,0,481872103004047  481872103004045  481872103003021  481872103003026  481872103004042
481872103004030,6.29E-07,6.29E-07,0.9999999999,7,0,0,0,481872103004024  481872103004032  481872103004026  481872103004022  481872103004029  481872103004025  481872103004023  481872103004031
481872104002030,5.00E-06,5.00E-06,1,33,0,2,0,481872104002027  481872104002031  481872104002029  481872104002026
481872108013005,8.81E-06,8.81E-06,1,9,0,6,0,481872108012002  481872108013014  481872108013013  481872108013006  481872108013026  481872108012004  481872108013001
481872109021018,0.0001313950195,0.0001311107294,0.9978363709,98,1,11,0,481872104001015  481872109021017  481872104001025  481872109021041  481872109021013  481872109021021  481872104001007  481872109021022  481872109021023  481872109021019  481872109021020
481872109021041,0.000150479746,0.0001498973088,0.9961294644,151,0,16,0,481872104002043  481872109021040  481872104002033  481872104002041  481872109021045  481872109021042  481872109021018  481872109021043  481872109021044  481872104002036  481872104001007
481872109021013,0.000605972701,4.60E-07,0.0007594256222,89,1,28,0,481872104001015  481872109021018
481872108011051,1.76E-05,6.54E-08,0.003716524687,0,0,0,0,481872108011052  481872108011021  481872108011054  481872108011053  481872108011040
481872108012012,2.01E-05,2.01E-05,1,50,2,21,0,481872108012007  481872108012010  481872108012013  481872108012004
481872108012013,1.34E-05,1.34E-05,1,27,0,8,0,481872108012007  481872108012010  481872108012012
481872104001000,3.22E-05,3.21E-05,0.9974575398,42,0,3,0,481872104001001  481872104003023  481872104001015  481872104003010  481872104001002  481872104003007  481872109022026  481872104002000  481872104001009  481872109021012  481872104001007
481872104002038,1.01E-06,1.01E-06,1,11,0,1,0,481872104002033  481872104002034  481872104002039
481872104001026,1.63E-06,1.63E-06,1,0,0,0,0,481872104001027  481872104001025  481872104001009
481872101002004,1.55E-05,1.55E-05,1,56,5,47,0,481872101002023  481872101002024  481872101002017  481872101002020  481872101002019  481872101002018  481872101002022  481872101002007  481872101002002  481872101002021
481872109022002,1.51E-06,1.51E-06,1,0,0,0,0,481872109022000  481872109022003  481872109022001  481872109022013  481872105042031
481872105041024,0.000189398414,0.0001840241105,0.971624348,196,15,65,5,481872105041025  481872105041022  481872105041040  481872105041005  481872105041026
481872105041059,0.000222130067,0.000222130067,1,15,0,10,0,481872105041062  481872105041080  481872105041086  481872108011000  481872105041058  481872105041066  481872105041049  481872105041083  481872105041061  481872105041060  481872105041050
481872104003000,2.87E-05,2.87E-05,1,26,2,3,0,481872104003002  481872104003005  481872104003007  481872109022020  481872109022023  481872104003006  481872109022025  481872101002001  481872101002000  481872104003001
481872105042052,5.01E-06,5.01E-06,1,51,0,4,0,481872105042060  481872105042048  481872105042053  481872105042050  481872105042059  481872105042069  481872105042051
481872103002041,1.48E-06,1.48E-06,0.9999999999,86,4,78,2,481872103003021  481872103002032  481872103002031
481872103002026,3.57E-06,3.57E-06,1,138,7,114,2,481872103003019  481872103002027  481872103002025  481872103002032  481872103003020  481872103003025  481872103002016  481872103002022
481872108011087,7.51E-06,7.51E-06,1,46,7,19,0,481872108011085  481872108013014  481872108011086
481872108011035,2.68E-06,2.68E-06,1,0,0,0,0,481872108041030  481872108041055  481872108011036  481872108011033  481872108011050  481872108031008  481872108031000  481872108011034
481872105041018,3.59E-05,3.59E-05,1,25,0,18,0,481872105042042  481872105041000  481872105041019  481872105042047  481872105041002  481872105041020
481872105042034,9.89E-05,7.07E-07,0.007156734414,228,2,46,0,481872105042040  481872105042035  481872105042041
481872104002042,1.85E-08,1.85E-08,1,0,0,0,0,481872109021039  481872108012008  481872109021040  481872108012009  481872104002041
481872105041090,1.24E-05,1.24E-05,1,0,0,0,0,481872105042050  481872105041091  481872105042054  481872105041089  481872105041019  481872105042046
481872101001013,2.96E-06,2.96E-06,1,62,10,38,0,481872101001012  481872101001015  481872101001006  481872101001007  481872101001014
481872104002018,1.28E-06,1.28E-06,1,17,0,11,0,481872101004028  481872101004049  481872104002023  481872104002017  481872104002019
481872101004028,2.57E-06,2.57E-06,1,38,0,15,0,481872101004030  481872101004027  481872101004017  481872104002018  481872101004029  481872101004049  481872101004018  481872104002017
481872102002007,2.51E-06,2.51E-06,1,0,0,0,0,481872102002005  481872102002004  481872102002006  481872102002008  481872102002034
481872102002032,9.20E-06,9.20E-06,1,0,0,0,0,481872103001005  481872102002009  481872103001004  481872103001006  481872102002008  481872102002033
481872102003014,1.06E-05,1.06E-05,1,26,0,23,0,481872102003010  481872103001002  481872102003015  481872102003028  481872102003013  481872102002030  481872102002009  481872102002028  481872103001000
481872108011004,2.01E-06,2.01E-06,1,0,0,0,0,481872108011019  481872108011005  481872108011000  481872108011002  481872108011001
481872108011000,7.11E-06,7.11E-06,0.9999999999,0,0,0,0,481872105041086  481872108011005  481872105041059  481872108011004  481872105041066  481872105041067  481872105041083  481872108011002  481872108011008  481872102002006  481872102002034  481872108011001
481872104001003,1.32E-05,1.32E-05,1,0,0,0,0,481872104003023  481872104001002  481872104001022  481872104002000  481872104002001  481872104001004
481872102002031,7.47E-07,7.47E-07,1,8,0,8,0,481872102002016  481872102002027  481872102003007  481872102003009  481872102002013  481872102002025  481872102003008  481872102002024
481872102003007,1.36E-06,1.36E-06,1,22,0,22,0,481872102003020  481872102002031  481872102003017  481872102003006  481872102003011  481872102003008  481872102002024  481872102003019
481872108031003,5.68E-07,5.68E-07,1,0,0,0,0,481872108031006  481872108031004  481872108031009  481872108031002  481872108031001  481872108031016  481872108031010  481872108031000
481872108031001,3.67E-06,3.67E-06,1,0,0,0,0,481872108031006  481872108031004  481872108031002  481872108031003  481872108031007  481872108031008  481872108031000
481872101002009,8.40E-07,8.40E-07,1,79,13,58,7,481872101002016  481872101002017  481872101002007  481872101002008
481872101002024,1.06E-06,1.06E-06,0.9999999998,27,0,20,0,481872101002023  481872101002004  481872101002034  481872101002016  481872101002017  481872101002025
481872101003016,1.80E-06,1.80E-06,1,42,1,26,0,481872101003005  481872101003015  481872101003032  481872101003004  481872101003018  481872101003017  481872101003006
481872101003025,1.34E-06,1.34E-06,0.9999999999,22,3,11,0,481872101003001  481872101003030  481872101003029  481872101003026  481872101003002  481872101003000  481872101003024  481872101003031
481872104003020,1.23E-06,1.23E-06,1,0,0,0,0,481872101003000  481872104003013  481872101002019  481872101003024  481872101003031  481872101002002  481872104003027
481872104003022,1.64E-06,1.64E-06,1,0,0,0,0,481872104003023  481872104003007  481872104003008  481872104003018  481872104003024  481872104003016  481872104003021
481872101003032,1.66E-06,1.66E-06,0.9999999999,31,0,12,0,481872101003028  481872101004003  481872101003016  481872101003004  481872101003027  481872101003017  481872101004005  481872101004004
481872108012019,4.21E-06,4.21E-06,1,37,0,33,1,481872108012020  481872108012010  481872108012023  481872108012018  481872108012024
481872108011036,2.53E-06,2.53E-06,0.9999999999,0,0,0,0,481872108011037  481872108011035  481872108011033  481872108011050  481872108011038  481872108011034
481872105041005,0.000379677932,6.01E-05,0.1584028268,38,0,14,0,481872105041022  481872105041000  481872105041024
481872105041029,1.80E-06,8.19E-07,0.45367491,2,0,2,0,481872105041026
481872103004029,6.36E-07,6.36E-07,1,0,0,0,0,481872103004032  481872103004033  481872103004026  481872103004030  481872103004025  481872103004027  481872103004031  481872103004028
481872103004034,2.29E-06,2.29E-06,1,65,5,47,0,481872103004035  481872104002029  481872103004032  481872103004033  481872103004038  481872103004031  481872103004039
481872109022020,0.0003678674195,3.81E-05,0.1034482856,141,13,20,0,481872109022019  481872104003007  481872109022026  481872104003000  481872109022023  481872109022004  481872109022006  481872109022030
481872109022023,0.0001119765875,0.0001110589294,0.9918049107,184,4,44,0,481872109022019  481872109022018  481872104003000  481872109022020  481872109022017  481872109022025  481872101002000  481872109022024
481872105041078,6.44E-06,2.04E-07,0.03160146688,0,0,0,0,481872108041000  481872105041080  481872105041087  481872108041030  481872105041088  481872108041032
481872105042025,0.000799652749,3.41E-05,0.04264982294,509,24,291,0,481872105042056  481872105042028  481872105042002
481872105042056,0.000135859255,0.000131226782,0.9659024115,10,0,8,0,481872109011041  481872109011183  481872109022000  481872105042025  481872105042057  481872105042066  481872105042058  481872105042028
481872108031016,1.48E-06,1.48E-06,0.9999999999,0,0,0,0,481872108031009  481872108031015  481872108031002  481872108041040  481872108031003  481872108031014  481872108031017  481872108041042  481872108041041
481872102003037,1.19E-06,1.19E-06,1,4,0,4,0,481872102003038  481872102003032  481872102004001  481872102003034  481872102003031  481872102004000  481872102004002  481872102003036
481872102004032,1.48E-06,1.48E-06,1,35,0,14,0,481872103005010  481872102004024  481872102004033  481872102004023  481872103005011  481872102004031
481872102004033,1.96E-06,1.96E-06,1,72,5,48,0,481872103005012  481872102004024  481872102004032  481872103005011  481872102004025  481872102004017
481872103004009,2.62E-06,2.62E-06,0.9999999999,4,0,2,0,481872103002001  481872103005055  481872103005052  481872103004015  481872103002000  481872103004013  481872103005054  481872103005051  481872103005053  481872103004008
481872103005009,5.60E-07,5.60E-07,0.9999999999,0,0,0,0,481872103005010  481872103005019  481872103005008  481872102004030  481872103005020  481872102004031
